,match_id,team_id,team,minute,team_goals,yellow_cards,shots_generated,red_cards,score_differential,outcome,final_third_percentage,max_minute_game,minute_percentage,home_away,final_goals
194,3754039,31,Crystal Palace,8,0,0,0,0,0,0,0.0,97,8.0,1,1
195,3754039,31,Crystal Palace,9,0,0,0,0,0,0,0.025928573333333333,97,9.0,1,1
196,3754039,31,Crystal Palace,10,0,0,0,0,0,0,0.024499521666666666,97,10.0,1,1
197,3754039,31,Crystal Palace,11,0,0,0,0,0,0,0.013709408333333334,97,11.0,1,1
198,3754039,31,Crystal Palace,12,0,0,1,0,0,0,0.019274911666666665,97,12.0,1,1
199,3754039,31,Crystal Palace,13,0,0,1,0,0,0,0.019274911666666665,97,13.0,1,1
200,3754039,31,Crystal Palace,14,0,0,1,0,0,0,0.016927456666666667,97,14.000000000000002,1,1
201,3754039,31,Crystal Palace,15,0,0,1,0,-1,0,0.016927456666666667,97,15.0,1,1
202,3754039,31,Crystal Palace,16,0,0,1,0,-1,0,0.009454373333333333,97,16.0,1,1
203,3754039,31,Crystal Palace,17,0,0,1,0,-1,0,0.009454373333333333,97,18.0,1,1
204,3754039,31,Crystal Palace,18,0,0,1,0,-1,0,0.011040908333333332,97,19.0,1,1
205,3754039,31,Crystal Palace,19,0,0,2,0,-1,0,0.013209066666666667,97,20.0,1,1
206,3754039,31,Crystal Palace,20,0,0,2,0,-1,0,0.015835771666666665,97,21.0,1,1
207,3754039,31,Crystal Palace,21,0,0,4,0,-1,0,0.035320573333333334,97,22.0,1,1
208,3754039,31,Crystal Palace,22,0,0,5,0,-1,0,0.0258662,97,23.0,1,1
209,3754039,31,Crystal Palace,23,0,0,5,0,-1,0,0.0258662,97,24.0,1,1
210,3754039,31,Crystal Palace,24,0,0,5,0,-1,0,0.0258662,97,25.0,1,1
211,3754039,31,Crystal Palace,25,0,0,5,0,-1,0,0.031134871666666668,97,26.0,1,1
212,3754039,31,Crystal Palace,26,0,0,5,0,-1,0,0.031134871666666668,97,27.0,1,1
213,3754039,31,Crystal Palace,27,0,0,5,0,-1,0,0.031134871666666668,97,28.000000000000004,1,1
214,3754039,31,Crystal Palace,28,0,0,5,0,-1,0,0.029548336666666664,97,28.999999999999996,1,1
215,3754039,31,Crystal Palace,29,0,0,5,0,-1,0,0.027380178333333328,97,30.0,1,1
216,3754039,31,Crystal Palace,30,0,0,5,0,-1,0,0.024753473333333335,97,31.0,1,1
217,3754039,31,Crystal Palace,31,0,0,5,0,-1,0,0.005268671666666667,97,32.0,1,1
218,3754039,31,Crystal Palace,32,0,0,5,0,-1,0,0.005268671666666667,97,33.0,1,1
219,3754039,31,Crystal Palace,33,0,0,5,0,-1,0,0.005268671666666667,97,34.0,1,1
220,3754039,31,Crystal Palace,34,0,0,5,0,-1,0,0.005268671666666667,97,35.0,1,1
221,3754039,31,Crystal Palace,35,0,0,5,0,-1,0,0.0,97,36.0,1,1
222,3754039,31,Crystal Palace,36,0,0,5,0,-1,0,0.0013042066666666666,97,37.0,1,1
223,3754039,31,Crystal Palace,37,0,0,5,0,-1,0,0.0013042066666666666,97,38.0,1,1
224,3754039,31,Crystal Palace,38,0,0,5,0,-1,0,0.0013042066666666666,97,39.0,1,1
225,3754039,31,Crystal Palace,39,0,0,5,0,-1,0,0.0013042066666666666,97,40.0,1,1
226,3754039,31,Crystal Palace,40,0,0,5,0,-1,0,0.0013042066666666666,97,41.0,1,1
227,3754039,31,Crystal Palace,41,0,0,5,0,-1,0,0.006510935,97,42.0,1,1
228,3754039,31,Crystal Palace,42,0,0,5,0,-1,0,0.014959403333333334,97,43.0,1,1
229,3754039,31,Crystal Palace,43,0,0,5,0,-1,0,0.014959403333333334,97,44.0,1,1
230,3754039,31,Crystal Palace,44,1,0,6,0,0,0,0.035502465,97,45.0,1,1
231,3754039,31,Crystal Palace,45,1,0,6,0,0,0,0.037600476666666674,97,46.0,1,1
232,3754039,31,Crystal Palace,46,1,0,6,0,0,0,0.036296270000000005,97,47.0,1,1
233,3754039,31,Crystal Palace,47,1,0,6,0,0,0,0.04062993833333334,97,48.0,1,1
234,3754039,31,Crystal Palace,48,1,0,6,0,0,0,0.04062993833333334,97,49.0,1,1
235,3754039,31,Crystal Palace,49,1,0,6,0,0,0,0.04062993833333334,97,51.0,1,1
236,3754039,31,Crystal Palace,50,1,0,6,0,0,0,0.04062993833333334,97,52.0,1,1
237,3754039,31,Crystal Palace,51,1,0,6,0,0,0,0.05115203333333333,97,53.0,1,1
238,3754039,31,Crystal Palace,52,1,0,6,0,0,0,0.049458135,97,54.0,1,1
239,3754039,31,Crystal Palace,53,1,0,6,0,0,0,0.054420829999999996,97,55.00000000000001,1,1
240,3754039,31,Crystal Palace,54,1,0,6,0,0,0,0.03643114333333334,97,56.00000000000001,1,1
